objectid,filename,headline,title,creator,description,date,date is approximate?,subject,location,digital collection,source,identifier,digital_source,format original,format,type,rights,rights (standardized),language
hiroshima023,UG31_Folder167_023.jpg,,"Shima Surgical Hospital, Hiroshima, 100 feet from Ground Zero. ",,,1945,yes,Atomic bomb; rubble,"Hiroshima, Japan",,"UG 31, William Edgar Borah Outlawry of War Foundation. Records, 1931-1987, University of Idaho Library Special Collections and Archives",UG31_167_23,,Photograph,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
hiroshima024,UG31_Folder167_024.jpg,,"Hirataya-Cho, 450 meters from hypocenter",,,1945,yes,Atomic bomb; rubble,,,"UG 31, William Edgar Borah Outlawry of War Foundation. Records, 1931-1987, University of Idaho Library Special Collections and Archives",UG31_167_24,,Photograph,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
hiroshima025,UG31_Folder167_025.jpg,,"Tokaichi-machi, 700 meters from hypocenter",,,1945,yes,Atomic bomb; rubble,,,"UG 31, William Edgar Borah Outlawry of War Foundation. Records, 1931-1987, University of Idaho Library Special Collections and Archives",UG31_167_25,,Photograph,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
hiroshima026,UG31_Folder167_026.jpg,,"Hiroshima before bombing, 1000 foot circles",,,1945,yes,Atomic bomb,"Hiroshima, Japan",,"UG 31, William Edgar Borah Outlawry of War Foundation. Records, 1931-1987, University of Idaho Library Special Collections and Archives",UG31_167_26,,Photograph,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
hiroshima027,UG31_Folder167_027.jpg,,"Hiroshima after bombing, 1000 foot cirlces",,,1945,yes,Atomic bomb,"Hiroshima, Japan",,"UG 31, William Edgar Borah Outlawry of War Foundation. Records, 1931-1987, University of Idaho Library Special Collections and Archives",UG31_167_27,,Photograph,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
hiroshima028,UG31_Folder167_028.jpg,The Atomic Bomb,Explosion at Nagasaki,,,1945,yes,Atomic bomb; explosions,"Nagasaki, Japan",,"UG 31, William Edgar Borah Outlawry of War Foundation. Records, 1931-1987, University of Idaho Library Special Collections and Archives",UG31_167_28,,Photograph,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
hiroshima029,UG31_Folder167_029.jpg,,Shallow underground explosion. The radioactivity and the ground dirt are thoroughly mixed,,,1945,yes,Atomic bomb--Testing; explosions,,,"UG 31, William Edgar Borah Outlawry of War Foundation. Records, 1931-1987, University of Idaho Library Special Collections and Archives",UG31_167_29,,Photograph,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
hiroshima030,UG31_Folder167_030.jpg,,Radioactive cloud and first stages of the base surge following an underwater burst. Water is beginning to fall back from the column into the lagoon. ,,,1945,yes,Atomic bomb--Testing; explosions,,,"UG 31, William Edgar Borah Outlawry of War Foundation. Records, 1931-1987, University of Idaho Library Special Collections and Archives",UG31_167_30,,Photograph,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
hiroshima031,UG31_Folder167_031.jpg,,"Condensation cloud formed after a shallow underwater explosion. (Slick due to the shock wave, can be seen on the water surface)",,,1945,yes,Atomic bomb--Testing; explosions,,,"UG 31, William Edgar Borah Outlawry of War Foundation. Records, 1931-1987, University of Idaho Library Special Collections and Archives",UG31_167_31,,Photograph,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
hiroshima032,UG31_Folder167_032.jpg,,Test at Trinity: 016 seconds after detonation,,,1945,yes,Atomic bomb--Testing; explosions,"Jornada del Muerto, New Mexico",,"UG 31, William Edgar Borah Outlawry of War Foundation. Records, 1931-1987, University of Idaho Library Special Collections and Archives",UG31_167_32,,Photograph,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
hiroshima033,MA2019-39_01.pdf,Rebuilding After the Bomb,Request made by President Morito,"Morito, Tatsuo",,1/25/1951,,correspondence; Reconstruction (1939-1951)--Japan,,,"MA 2019-39, Hiroshima University. Collection, University of Idaho Library Special Collections and Archives",MA2019-39_01,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
hiroshima034,MA2019-39_02.pdf,,Letter from Rebun Kayo (English),"Kayo, Rebun",,2011,yes,correspondence; Reconstruction (1939-1951)--Japan,,,"MA 2019-39, Hiroshima University. Collection, University of Idaho Library Special Collections and Archives",MA2019-39_02,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
hiroshima035,MA2019-39_03.jpg,,Letter from Rebun Kayo (Japanese),"Kayo, Rebun",,2011,yes,correspondence; Reconstruction (1939-1951)--Japan,,,"MA 2019-39, Hiroshima University. Collection, University of Idaho Library Special Collections and Archives",MA2019-39_03,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
hiroshima036,MA2019-39_04.jpg,,Letter from Professor Deters to President Morito,"Deters, Merrill E. ",,1951-04-31,,correspondence; Reconstruction (1939-1951)--Japan,,,"MA 2019-39, Hiroshima University. Collection, University of Idaho Library Special Collections and Archives",MA2019-39_04,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
hiroshima037,MA2019-39_05.jpg,,Letter from President Morito to Professor Deters,"Morito, Tatsuo",,7/11/1951,,correspondence; Reconstruction (1939-1951)--Japan,,,"MA 2019-39, Hiroshima University. Collection, University of Idaho Library Special Collections and Archives",MA2019-39_05,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima038,MA2019-39_06.jpg,A Gift of Remembrance ,Roof Tile,,,1945,yes,roofing tile; world wars; Atomic bomb; rubble; ,"Hiroshima, Japan",,"MA 2019-39, Hiroshima University. Collection, University of Idaho Library Special Collections and Archives",MA2019-39_06,,Physical Object,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima039,MA2019-39_07.jpg,,Roof Tile,,,1945,yes,roofing tile; world wars; Atomic bomb; rubble,"Hiroshima, Japan",,"MA 2019-39, Hiroshima University. Collection, University of Idaho Library Special Collections and Archives",MA2019-39_07,,Physical Object,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima040,MA2019-39_08.jpg,,Roof Tile,,,1945,yes,roofing tile; world wars; Atomic bomb; rubble,"Hiroshima, Japan",,"MA 2019-39, Hiroshima University. Collection, University of Idaho Library Special Collections and Archives",MA2019-39_08,,Physical Object,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima041,MA2019-39_09.jpg,,Roof Tile,,,1945,yes,roofing tile; world wars; Atomic bomb; rubble,"Hiroshima, Japan",,"MA 2019-39, Hiroshima University. Collection, University of Idaho Library Special Collections and Archives",MA2019-39_09,,Physical Object,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima042,MA2019-39_10.jpg,,Roof Tile,,,1945,yes,roofing tile; world wars; Atomic bomb; rubble,"Hiroshima, Japan",,"MA 2019-39, Hiroshima University. Collection, University of Idaho Library Special Collections and Archives",MA2019-39_10,,Physical Object,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima043,PG103_01_02.jpg,,Buildings at Kooskia showing bridge,,,1943/1944,,concentration camps; relocation; japanese americans; ,"Kooskia, Idaho","Kooskia Internment Camp Scrapbook, https://www.lib.uidaho.edu/digital/Kooskia/","PG 103, Kooskia Internment Camp. Scrapbook, University of Idaho Library Special Collections and Archives",PG103_01_02,,Photograph,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima044,PG103_01_03.jpg,Japanese Wartime Experience Stateside,Sign at entrance of camp in Kooskia,,,1943/1944,,concentration camps; relocation; japanese americans; ,"Kooskia, Idaho","Kooskia Internment Camp Scrapbook, https://www.lib.uidaho.edu/digital/Kooskia/","PG 103, Kooskia Internment Camp. Scrapbook, University of Idaho Library Special Collections and Archives",PG103_01_03,,Photograph,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima045,PG103_01_17.jpg,,Sawing wood at Kooskia,,,1943/1944,,concentration camps; relocation; japanese americans; ,"Kooskia, Idaho","Kooskia Internment Camp Scrapbook, https://www.lib.uidaho.edu/digital/Kooskia/","PG 103, Kooskia Internment Camp. Scrapbook, University of Idaho Library Special Collections and Archives",PG103_01_17,,Photograph,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima046,PG103_01_26.jpg,,Digging in Kooskia,,,1943/1944,,concentration camps; relocation; japanese americans; ,"Kooskia, Idaho","Kooskia Internment Camp Scrapbook, https://www.lib.uidaho.edu/digital/Kooskia/","PG 103, Kooskia Internment Camp. Scrapbook, University of Idaho Library Special Collections and Archives",PG103_01_26,,Photograph,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima047,1994_RedBarronCrabapple_01.jpg,,Borah Foundation Peace Walk: Red Barron Crabapple ,,,1994,,peace; trees,University of Idaho Arboretum,,,1994_RedBarronCrabapple_01,,Photograph,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima048,1995_WeepingEuropeanLarch_01.jpg,,Borah Foundation Peace Walk: Weeping European Larch ,,,1995,,peace; trees,University of Idaho Arboretum,,,1995_WeepingEuropeanLarch_01,,Photograph,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima049,1996_TurkishFilbert_01.jpg,,Borah Foundation Peace Walk: Turkish Filbert,,,1996,,peace; trees,University of Idaho Arboretum,,,1996_TurkishFilbert_01.,,Photograph,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima050,1997_WeepingWhiteMulberry_01.jpg,,Borah Foundation Peace Walk: Weeping White Mulberry ,,,1997,,peace; trees,University of Idaho Arboretum,,,1997_WeepingWhiteMulberry_01,,Photograph,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
